mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l1,param_learning_rate,param_n_hidden,param_n_neurons,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,split10_test_accuracy,split11_test_accuracy,split12_test_accuracy,split13_test_accuracy,split14_test_accuracy,split15_test_accuracy,split16_test_accuracy,split17_test_accuracy,split18_test_accuracy,split19_test_accuracy,split20_test_accuracy,split21_test_accuracy,split22_test_accuracy,split23_test_accuracy,split24_test_accuracy,split25_test_accuracy,split26_test_accuracy,split27_test_accuracy,split28_test_accuracy,split29_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,split10_test_precision,split11_test_precision,split12_test_precision,split13_test_precision,split14_test_precision,split15_test_precision,split16_test_precision,split17_test_precision,split18_test_precision,split19_test_precision,split20_test_precision,split21_test_precision,split22_test_precision,split23_test_precision,split24_test_precision,split25_test_precision,split26_test_precision,split27_test_precision,split28_test_precision,split29_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,split10_test_recall,split11_test_recall,split12_test_recall,split13_test_recall,split14_test_recall,split15_test_recall,split16_test_recall,split17_test_recall,split18_test_recall,split19_test_recall,split20_test_recall,split21_test_recall,split22_test_recall,split23_test_recall,split24_test_recall,split25_test_recall,split26_test_recall,split27_test_recall,split28_test_recall,split29_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,split10_test_f1,split11_test_f1,split12_test_f1,split13_test_f1,split14_test_f1,split15_test_f1,split16_test_f1,split17_test_f1,split18_test_f1,split19_test_f1,split20_test_f1,split21_test_f1,split22_test_f1,split23_test_f1,split24_test_f1,split25_test_f1,split26_test_f1,split27_test_f1,split28_test_f1,split29_test_f1,mean_test_f1,std_test_f1,rank_test_f1,last_val_loss,last_val_accuracy
59.70312008857727,7.633732616164018,0.5070403019587199,0.1737022048428643,0.01,0.0001,1,32,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 1, 'n_neurons': 32}",0.8529411764705882,0.8270042194092827,0.8565400843881856,0.8445378151260504,0.8312236286919831,0.8523206751054853,0.8319327731092437,0.8227848101265823,0.8649789029535865,0.8319327731092437,0.8396624472573839,0.8776371308016878,0.8571428571428571,0.8396624472573839,0.8312236286919831,0.8445378151260504,0.8312236286919831,0.8481012658227848,0.8445378151260504,0.8481012658227848,0.8523206751054853,0.8697478991596639,0.8016877637130801,0.8438818565400844,0.8319327731092437,0.8481012658227848,0.8734177215189873,0.8613445378151261,0.8523206751054853,0.8438818565400844,0.8452221394887068,0.015830770005973785,2,0.7741935483870968,0.8961038961038961,0.8026315789473685,0.8266666666666667,0.8860759493670886,0.7875,0.7407407407407407,0.8554216867469879,0.8111111111111111,0.8421052631578947,0.8148148148148148,0.8452380952380952,0.8375,0.8395061728395061,0.8133333333333334,0.759493670886076,0.8378378378378378,0.8478260869565217,0.8378378378378378,0.8024691358024691,0.8765432098765432,0.85,0.7653061224489796,0.8260869565217391,0.8421052631578947,0.8202247191011236,0.863013698630137,0.8860759493670886,0.8666666666666667,0.78125,0.8278560004181839,0.03838193887694574,54,0.8372093023255814,0.6764705882352942,0.7625,0.7209302325581395,0.693069306930693,0.7777777777777778,0.759493670886076,0.7029702970297029,0.8295454545454546,0.6956521739130435,0.7415730337078652,0.8160919540229885,0.7613636363636364,0.7311827956989247,0.7011494252873564,0.7692307692307693,0.6888888888888889,0.78,0.7126436781609196,0.7647058823529411,0.7395833333333334,0.7816091954022989,0.7575757575757576,0.6951219512195121,0.6956521739130435,0.7849462365591398,0.7590361445783133,0.7446808510638298,0.7722772277227723,0.684931506849315,0.7445954415377789,0.0431468264993985,2,0.8044692737430169,0.770949720670391,0.7820512820512822,0.7701863354037267,0.7777777777777777,0.782608695652174,0.75,0.7717391304347826,0.8202247191011237,0.761904761904762,0.7764705882352941,0.8304093567251463,0.7976190476190477,0.7816091954022988,0.7530864197530864,0.764331210191083,0.7560975609756098,0.8125,0.7701863354037266,0.7831325301204819,0.8022598870056498,0.8143712574850299,0.7614213197969544,0.7549668874172186,0.761904761904762,0.8021978021978021,0.8076923076923077,0.8092485549132947,0.8167539267015707,0.7299270072992701,0.782603255119289,0.024510425596539574,2,2.309025764465332,0.5865921974182129
70.33854556083679,6.6078085355326825,0.7125516494115194,0.193894338325215,0.01,0.0001,1,64,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 1, 'n_neurons': 64}",0.8487394957983193,0.569620253164557,0.6624472573839663,0.8697478991596639,0.8396624472573839,0.8523206751054853,0.8277310924369747,0.8227848101265823,0.8818565400843882,0.8319327731092437,0.8438818565400844,0.6329113924050633,0.8571428571428571,0.8354430379746836,0.8312236286919831,0.8319327731092437,0.8396624472573839,0.8481012658227848,0.8487394957983193,0.6413502109704642,0.8523206751054853,0.634453781512605,0.810126582278481,0.8481012658227848,0.8277310924369747,0.8354430379746836,0.6497890295358649,0.8529411764705882,0.8523206751054853,0.8481012658227848,0.8009520263801722,0.08666446843475586,4,0.7717391304347826,1.0,1.0,0.8481012658227848,0.8987341772151899,0.7948717948717948,0.7317073170731707,0.8554216867469879,0.8658536585365854,0.8421052631578947,0.825,1.0,0.8375,0.7934782608695652,0.8133333333333334,0.7111111111111111,0.8095238095238095,0.8478260869565217,0.8493150684931506,1.0,0.8765432098765432,1.0,0.7872340425531915,0.8382352941176471,0.8311688311688312,0.7872340425531915,1.0,0.8734177215189873,0.8666666666666667,0.7936507936507936,0.8583257522084178,0.08126731995688832,51,0.8255813953488372,0.0,0.0,0.7790697674418605,0.7029702970297029,0.7654320987654321,0.759493670886076,0.7029702970297029,0.8068181818181818,0.6956521739130435,0.7415730337078652,0.0,0.7613636363636364,0.7849462365591398,0.7011494252873564,0.8205128205128205,0.7555555555555555,0.78,0.7126436781609196,0.0,0.7395833333333334,0.0,0.7474747474747475,0.6951219512195121,0.6956521739130435,0.7956989247311828,0.0,0.7340425531914894,0.7722772277227723,0.684931506849315,0.5986838228938507,0.30165396616905,4,0.797752808988764,0.0,0.0,0.812121212121212,0.7888888888888888,0.7798742138364779,0.7453416149068323,0.7717391304347826,0.8352941176470587,0.761904761904762,0.7810650887573964,0.0,0.7976190476190477,0.7891891891891891,0.7530864197530864,0.7619047619047619,0.7816091954022989,0.8125,0.7749999999999999,0.0,0.8022598870056498,0.0,0.766839378238342,0.76,0.7573964497041421,0.7914438502673796,0.0,0.7976878612716763,0.8167539267015707,0.7352941176470589,0.6257521974063459,0.31361405611783105,4,4.919135570526123,0.6648044586181641
84.05240534146627,2.9006810709494175,0.7687026500701905,0.17946113633900257,0.01,0.0001,1,128,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 1, 'n_neurons': 128}",0.6386554621848739,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.6582278481012658,0.6680672268907563,0.5738396624472574,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.6329113924050633,0.6722689075630253,0.620253164556962,0.5780590717299579,0.8487394957983193,0.6413502109704642,0.8481012658227848,0.634453781512605,0.5822784810126582,0.6540084388185654,0.6134453781512605,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.6919831223628692,0.6391613185358532,0.0641594877432847,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8493150684931506,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908105022831051,0.034543471421075285,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7126436781609196,0.0,0.7291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04806034482758621,0.17983799537844303,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749999999999999,0.0,0.7954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052348484848484846,0.19588789463247727,8,11.687355041503906,0.6703910827636719
76.50340526898702,2.679107559640096,0.7428220748901367,0.13530831645043573,0.01,0.0001,2,32,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 2, 'n_neurons': 32}",0.6386554621848739,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.6582278481012658,0.6680672268907563,0.8227848101265823,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.6329113924050633,0.6722689075630253,0.620253164556962,0.5780590717299579,0.634453781512605,0.6413502109704642,0.5949367088607594,0.634453781512605,0.5822784810126582,0.6540084388185654,0.6134453781512605,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.6919831223628692,0.631877814416906,0.046815753764279454,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8105263157894737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936842105263158,0.034011567202954764,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623762376237624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025412541254125412,0.13685072282156993,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02619047619047619,0.14104003066304657,9,3.773967981338501,0.5865921974182129
83.34863720734914,4.742258467343326,0.8112635215123495,0.12868633181129854,0.01,0.0001,2,64,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 2, 'n_neurons': 64}",0.6386554621848739,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.6582278481012658,0.6680672268907563,0.5738396624472574,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.6329113924050633,0.6722689075630253,0.620253164556962,0.5780590717299579,0.634453781512605,0.6413502109704642,0.5949367088607594,0.634453781512605,0.5822784810126582,0.6540084388185654,0.6134453781512605,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.6919831223628692,0.6235796428275951,0.03194192675096358,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8.751236915588379,0.6927374005317688
97.33335373401641,15.733291905122359,2.002580912907918,1.9962907150573257,0.01,0.0001,2,128,"{'l1': 0.01, 'learning_rate': 0.0001, 'n_hidden': 2, 'n_neurons': 128}",0.6386554621848739,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.6582278481012658,0.6680672268907563,0.5738396624472574,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.6329113924050633,0.6722689075630253,0.620253164556962,0.5780590717299579,0.634453781512605,0.6413502109704642,0.5949367088607594,0.634453781512605,0.5822784810126582,0.6540084388185654,0.6134453781512605,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.6919831223628692,0.6235796428275951,0.03194192675096358,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,21.830656051635742,0.6703910827636719
69.9499622186025,4.190648134740487,0.6638508081436157,0.12435888366611801,0.01,0.0003,1,32,"{'l1': 0.01, 'learning_rate': 0.0003, 'n_hidden': 1, 'n_neurons': 32}",0.8487394957983193,0.8438818565400844,0.8565400843881856,0.8781512605042017,0.8270042194092827,0.8565400843881856,0.8403361344537815,0.8312236286919831,0.8818565400843882,0.8235294117647058,0.8523206751054853,0.8734177215189873,0.8571428571428571,0.8481012658227848,0.8270042194092827,0.8445378151260504,0.8523206751054853,0.8481012658227848,0.8571428571428571,0.8481012658227848,0.8649789029535865,0.8907563025210085,0.8059071729957806,0.8481012658227848,0.8235294117647058,0.8227848101265823,0.8649789029535865,0.8571428571428571,0.8481012658227848,0.8396624472573839,0.8487312224467848,0.018663821180935562,1,0.7659574468085106,0.9113924050632911,0.8026315789473685,0.8433734939759037,0.8947368421052632,0.7901234567901234,0.7469879518072289,0.8588235294117647,0.8658536585365854,0.8125,0.8461538461538461,0.8701298701298701,0.8292682926829268,0.8607594936708861,0.8026315789473685,0.7530864197530864,0.8481012658227848,0.8902439024390244,0.8533333333333334,0.8024691358024691,0.8809523809523809,0.9178082191780822,0.7789473684210526,0.8285714285714286,0.8289473684210527,0.8072289156626506,0.8227848101265823,0.875,0.8651685393258427,0.7692307692307693,0.8341065767357159,0.04524969920329084,53,0.8372093023255814,0.7058823529411765,0.7625,0.813953488372093,0.6732673267326733,0.7901234567901234,0.7848101265822784,0.7227722772277227,0.8068181818181818,0.7065217391304348,0.7415730337078652,0.7701149425287356,0.7727272727272727,0.7311827956989247,0.7011494252873564,0.782051282051282,0.7444444444444445,0.73,0.735632183908046,0.7647058823529411,0.7708333333333334,0.7701149425287356,0.7474747474747475,0.7073170731707317,0.6847826086956522,0.7204301075268817,0.7831325301204819,0.7446808510638298,0.7623762376237624,0.684931506849315,0.74845044843382,0.039672318700534726,1,0.8,0.7955801104972375,0.7820512820512822,0.8284023668639053,0.768361581920904,0.7901234567901234,0.7654320987654321,0.7849462365591399,0.8352941176470587,0.7558139534883721,0.7904191616766467,0.8170731707317073,0.7999999999999999,0.7906976744186047,0.7484662576687118,0.7672955974842767,0.7928994082840237,0.8021978021978022,0.7901234567901233,0.7831325301204819,0.8222222222222222,0.8375,0.7628865979381443,0.7631578947368421,0.7499999999999999,0.7613636363636364,0.8024691358024693,0.8045977011494252,0.8105263157894738,0.7246376811594203,0.7875890483039156,0.02666029890614624,1,1.9367488622665405,0.6312848925590515
73.7749917904536,3.4050629986188024,0.7325225273768107,0.14776804246228667,0.01,0.0003,1,64,"{'l1': 0.01, 'learning_rate': 0.0003, 'n_hidden': 1, 'n_neurons': 64}",0.6386554621848739,0.8481012658227848,0.8565400843881856,0.6386554621848739,0.8270042194092827,0.8523206751054853,0.8319327731092437,0.5738396624472574,0.6286919831223629,0.8277310924369747,0.8438818565400844,0.6329113924050633,0.8571428571428571,0.8523206751054853,0.8312236286919831,0.6722689075630253,0.620253164556962,0.5780590717299579,0.8529411764705882,0.6413502109704642,0.8649789029535865,0.8907563025210085,0.5822784810126582,0.8523206751054853,0.8235294117647058,0.8270042194092827,0.869198312236287,0.865546218487395,0.5738396624472574,0.8396624472573839,0.7631646751527614,0.1141613389302179,5,1.0,0.9125,0.8026315789473685,1.0,0.8947368421052632,0.7875,0.7407407407407407,1.0,1.0,0.8311688311688312,0.8170731707317073,1.0,0.8292682926829268,0.8295454545454546,0.8133333333333334,1.0,1.0,1.0,0.8513513513513513,1.0,0.8809523809523809,0.9178082191780822,1.0,0.8309859154929577,0.8289473684210527,0.7708333333333334,0.825,0.8780487804878049,1.0,0.7215189873417721,0.8921314860271452,0.09172855704983801,50,0.0,0.7156862745098039,0.7625,0.0,0.6732673267326733,0.7777777777777778,0.759493670886076,0.0,0.0,0.6956521739130435,0.7528089887640449,0.0,0.7727272727272727,0.7849462365591398,0.7011494252873564,0.0,0.0,0.0,0.7241379310344828,0.0,0.7708333333333334,0.7701149425287356,0.0,0.7195121951219512,0.6847826086956522,0.7956989247311828,0.7951807228915663,0.7659574468085106,0.0,0.7808219178082192,0.4734349723370273,0.36148062314739704,5,0.0,0.8021978021978022,0.7820512820512822,0.0,0.768361581920904,0.782608695652174,0.75,0.0,0.0,0.7573964497041421,0.783625730994152,0.0,0.7999999999999999,0.8066298342541436,0.7530864197530864,0.0,0.0,0.0,0.782608695652174,0.0,0.8222222222222222,0.8375,0.0,0.7712418300653594,0.7499999999999999,0.7830687830687831,0.8098159509202455,0.8181818181818182,0.0,0.7500000000000001,0.49701990322127626,0.37873884779307465,5,3.6371002197265625,0.5865921974182129
98.66166382630666,9.841683986719781,0.9273255109786988,0.22584614392041605,0.01,0.0003,1,128,"{'l1': 0.01, 'learning_rate': 0.0003, 'n_hidden': 1, 'n_neurons': 128}",0.8613445378151261,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.8523206751054853,0.6680672268907563,0.5738396624472574,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.8227848101265823,0.8445378151260504,0.620253164556962,0.5780590717299579,0.634453781512605,0.6413502109704642,0.8649789029535865,0.634453781512605,0.5822784810126582,0.8523206751054853,0.8277310924369747,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.8438818565400844,0.6773617463863181,0.1051326697731236,7,0.797752808988764,1.0,1.0,1.0,1.0,0.7875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7922077922077922,0.7530864197530864,1.0,1.0,1.0,1.0,0.8478260869565217,1.0,1.0,0.8309859154929577,0.84,1.0,1.0,1.0,1.0,0.78125,0.9476869674466374,0.08818138802609973,48,0.8255813953488372,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011494252873564,0.782051282051282,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.7195121951219512,0.6847826086956522,0.0,0.0,0.0,0.0,0.684931506849315,0.19960953970440573,0.3321812269046259,7,0.8114285714285714,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439024390243902,0.7672955974842767,0.0,0.0,0.0,0.0,0.8297872340425533,0.0,0.0,0.7712418300653594,0.7544910179640718,0.0,0.0,0.0,0.0,0.7299270072992701,0.20635607976535553,0.34258585621993165,7,7.2667059898376465,0.6033519506454468
80.59805812835694,9.918336325659622,0.7912444512049357,0.13665961355425651,0.01,0.0003,2,32,"{'l1': 0.01, 'learning_rate': 0.0003, 'n_hidden': 2, 'n_neurons': 32}",0.6386554621848739,0.569620253164557,0.6624472573839663,0.6386554621848739,0.5738396624472574,0.6582278481012658,0.6680672268907563,0.5738396624472574,0.6286919831223629,0.6134453781512605,0.6244725738396625,0.6329113924050633,0.6302521008403361,0.6075949367088608,0.6329113924050633,0.6722689075630253,0.620253164556962,0.5780590717299579,0.634453781512605,0.6413502109704642,0.5949367088607594,0.634453781512605,0.5822784810126582,0.6540084388185654,0.6134453781512605,0.6075949367088608,0.6497890295358649,0.6050420168067226,0.5738396624472574,0.6919831223628692,0.6235796428275951,0.03194192675096358,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.0114293098449707,0.5865921974182129
